头实体,关系,尾实体
北京大学,知名人物,胡适
低调组合,成员,杨和苏
泰·布利尔,毕业院校,南俄勒冈大学
北京外国语大学,知名人物,吴建民
北京电影学院,知名人物,田少军
西安交通大学,知名人物,李万寿
康志军,毕业院校,东北石油大学
北京电影学院,知名人物,张棪琰
吴文璟,毕业院校,南京艺术学院
吴祖垲,毕业院校,交通大学
赵俊猛,毕业院校,中国地震局地质研究所
西安交通大学,知名人物,陈虞钦
黄奕,毕业院校,东方文化学院
复旦大学,知名人物,徐悲鸿
王妍之,毕业院校,中央戏剧学院
同济大学,知名人物,李松堂
余建军,毕业院校,北京邮电大学
中山大学,领导,陈春声
杨梦露,毕业院校,上海戏剧学院附属戏曲学校
西南交通大学,知名人物,罗英
中国社会科学院研究生院,知名人物,周汉华
龙驭球,毕业院校,清华大学
中国作家协会,历任领导,刘白羽
中山大学,知名人物,王星拱
陈锦鸿,毕业院校,香港演艺学院
北京大学,历任领导,郝平
湘潭大学,知名人物,杨丽
北京大学法学院,现任领导,陈一峰
香港演艺学院,知名人物,梁荣忠
合肥工业大学,知名人物,陈鲸
成均馆大学,知名人物,崔雅拉
吉林大学,知名人物,齐向东
湖南大学,知名人物,童旭东
冯志强,毕业院校,香港浸会大学
罗德·斯泰格尔,毕业院校,新学院
丁海峰,毕业院校,吉林艺术学院
北京师范大学,知名人物,顾明远
兰州交通大学,知名人物,李向前
赵岩松,毕业院校,中央戏剧学院
潘玮柏,毕业院校,加州州立理工大学
裘继戎,毕业院校,中国戏曲学院
华东师范大学,知名人物,刘运来
王奕,毕业院校,中央戏剧学院
成都理工大学,知名人物,韩喜球
国立西南联合大学,知名人物,林家翘
同济大学,知名人物,钱文挥
汪启楠,毕业院校,上海戏剧学院
王可,毕业院校,上海戏剧学院
河北大学,现任领导,徐建民
西南大学,知名人物,赵进东
重庆大学,知名人物,李志高
北京电影学院,知名人物,华雯
国立西南联合大学,知名人物,郑哲敏
李思捷,毕业院校,多伦多大学
山西大学,历任领导,相从智
张瑛,毕业院校,电子科技大学
郝洋,毕业院校,上海戏剧学院
国立西南联合大学,知名人物,王仁
中国人民大学,现任领导,王轶
西安交通大学,知名人物,罗沛霖
北京电影学院,历任领导,王阑西
邓卫,毕业院校,江西师范大学附属中学
吴莫愁,毕业院校,沈阳音乐学院
池昌旭,毕业院校,檀国大学
武汉科技大学,知名人物,李楠
林好,毕业院校,中央戏剧学院表演系
重庆大学,知名人物,陈卫
台湾大学,知名人物,施敏
芮伟航,毕业院校,北京电影学院
吉林大学,现任领导,张希
吴家胜,毕业院校,南京林业大学
张含韵,毕业院校,四川师范大学
上海师范大学,知名人物,李君如
吴孟超,毕业院校,同济大学医学院
岳嵩,毕业院校,中国矿业大学
王鸥,毕业院校,广西艺术学院
中国作家协会,历任领导,陈荒煤
合肥工业大学,知名人物,严建文
南开大学,知名人物,宋哲
佟大为,毕业院校,上海戏剧学院
华东师范大学,知名人物,刘云耕
合肥工业大学,知名人物,戴茂方
东北石油大学,知名人物,王义春
湖南师范大学,知名人物,叶成坝
北京邮电大学,知名人物,夏强
复旦大学,知名人物,曹国伟
北京大学,现任领导,姜国华
中国科学院大学,历任领导,朱清时
伦敦大学,知名人物,杨铁梁
林元熙,毕业院校,首尔艺术大学
崔友斌,毕业院校,北京电影学院
李锦涛,毕业院校,中国科学院计算技术研究所
东华大学,知名人物,姚穆
张磊,毕业院校,中央戏剧学院
李圭白,毕业院校,哈尔滨工业大学
中央戏剧学院,知名人物,陶虹
中山大学,现任领导,杨东华
成龙,毕业院校,香港中国戏剧学院
复旦大学,知名人物,方守贤
张彪,毕业院校,内蒙古大学
陈慧凌,毕业院校,北京电影学院
斯蒂芬·迪兰,毕业院校,埃克塞特大学
赵国藩,毕业院校,交通大学
李亚洲,毕业院校,山东师范大学
符力耘,毕业院校,中国石油大学（北京）
西南大学,现任领导,韩旭东
中山大学,知名人物,周寿恺
中国作家协会,历任领导,陈企霞
哈尔滨工业大学,知名人物,韩杰才
傅丽莉,毕业院校,上海戏剧学院
合肥工业大学,知名人物,胡继红
北京大学,知名人物,饶毓泰
香港中文大学,知名人物,曾勇
香港大学,知名人物,袁国强
武汉科技大学,知名人物,余子权
李静,毕业院校,北京电影学院
四川音乐学院,知名人物,陈冰
南开大学,知名人物,卓仁禧
侯长荣,毕业院校,江苏省戏剧学校
中山大学,知名人物,曾生
安徽师范大学,知名人物,张春江
香港中文大学,知名人物,杨绍富
梁证嘉,毕业院校,无线电视艺员训练班
刘永华,毕业院校,麦吉尔大学
刘绍勇,毕业院校,中国民用航空飞行学院
香港科技大学,知名人物,林燕玲
贺鹏,毕业院校,北京电影学院
北京电影学院,知名人物,于莎莎
张睿,毕业院校,中央戏剧学院
闫鹿杨,毕业院校,中央戏剧学院
香港中文大学,知名人物,侯祖辛
安徽师范大学,知名人物,姚永刚
王志清,毕业院校,南京航空航天大学
西北政法大学,知名人物,张立勇
山西大学,现任领导,卢宇鸿
西安交通大学,知名人物,张德庆
普恩佩荻·坤彭·罗萨瓦,毕业院校,朱拉隆功大学
中央财经大学,历任领导,胡立教
岑丽香,毕业院校,昆特兰理工大学
曾省,毕业院校,里昂大学
香港科技大学,知名人物,沈东军
刘双江,毕业院校,河北大学
东南大学,知名人物,陆学善
香港中文大学,知名人物,李致和
电子科技大学,历任领导,汪劲松
北京电影学院,知名人物,王艺诺
重庆工商大学,知名人物,江卫宁
北京科技大学,知名人物,孙安民
中山大学,知名人物,胡世华
吕中,毕业院校,河北省话剧院
郑水晶,毕业院校,中央戏剧学院
清华大学,历任领导,顾秉林
张恒瑞,毕业院校,北京体育大学
张颖,毕业院校,上海戏剧学院
山西大学,知名人物,姚宝瑄
重庆大学,知名人物,张朋
吕艳蓓,毕业院校,南京艺术学院
南开大学,知名人物,于方舟
孙伊涵,毕业院校,上海视觉艺术学院
中国作家协会,现任领导,池莉
孙强,毕业院校,上海戏剧学院
西南大学,知名人物,周泽扬
西安美术学院,知名人物,石村
王耀中,毕业院校,湖南师范大学
安徽大学,知名人物,潘军
西安电子科技大学,知名人物,保铮
北京电影学院,知名人物,乔乔
冯国经,毕业院校,麻省理工学院
中国作家协会,现任领导,周梅森
史蒂夫·纳什,毕业院校,圣迈克学院
曹艳艳,毕业院校,上海戏剧学院
西安交通大学,知名人物,刘鹏
千明勋,毕业院校,庆熙大学
华中师范大学,知名人物,范兴元
同济大学,知名人物,石四箴
周惠林,毕业院校,中国人民解放军国防大学军事文化学院
湖南大学,知名人物,韩旭
曾昭抡,毕业院校,麻省理工学院
重庆大学,知名人物,鲜学福
张哲华,毕业院校,中央戏剧学院
张馨予,毕业院校,无锡商业职业技术学院
南开大学,知名人物,殷宏章
北京电影学院,知名人物,孙晓伦
刘誉坤,毕业院校,中央戏剧学院表演系
中国科学技术协会,现任领导,叶玉如
江怡,毕业院校,南开大学
刘述,毕业院校,北京电影学院
屠守锷,毕业院校,麻省理工学院
赵阳,毕业院校,上海戏剧学院
国立西南联合大学,知名人物,高振衡
刘德利,毕业院校,中国戏曲学校
同济大学,历任领导,王建云
西南大学,知名人物,姚建宗
香港中文大学,知名人物,陈嘉贤
中川雅也,毕业院校,武藏野美术大学
张琦,毕业院校,北京理工大学
迟嘉,毕业院校,北京舞蹈学院
王耀中,毕业院校,湖南大学
刘莉,毕业院校,哈佛大学
吉林大学,知名人物,经福谦
西安电子科技大学,知名人物,阿甘
韦斯利·斯奈普斯,毕业院校,纽约大学
尹多勋,毕业院校,韩国放送通信大学
黑楠,毕业院校,北京师范大学
华中师范大学,历任领导,谷士文
四川师范大学,知名人物,吴国林
刘天宝,毕业院校,上海戏剧学院
成均馆大学,知名人物,李诗雅
哈尔滨工业大学,知名人物,崔锐捷
北京电影学院,知名人物,宁浩
清华大学美术学院,领导,马赛
曾恒一,毕业院校,上海交通大学
山西大学,知名人物,俞正
香港中文大学,知名人物,陈祖为
香港大学,知名人物,中央研究院院士
中国人民大学,知名人物,朱小丹
上海理工大学,知名人物,朱佳生
华东师范大学,历任领导,俞立中
上海理工大学,知名人物,唐镇松
杭州电子科技大学,知名人物,李卫东
华东师范大学,知名人物,李逸平
宋承宪,毕业院校,京畿大学
侯永志,毕业院校,南开大学
中国自动化学会,现任领导,李少远
四川师范大学,知名人物,周少政
湖南大学,知名人物,钟训正
成都理工大学,知名人物,韩永明
北京师范大学-香港浸会大学联合国际学院,现任领导,许嘉璐
赵勇,毕业院校,长江商学院
约翰·杜威,毕业院校,约翰斯·霍普金斯大学
中国自动化学会,历任领导,孙优贤
薛晨,毕业院校,中国传媒大学
成都理工大学,知名人物,王元君
西安交通大学,知名人物,刘友梅
香港中文大学,知名人物,张伟
香港中文大学,知名人物,林智远
中国作家协会,历任领导,何建明
吉林大学,知名人物,王炜
徐浩峰,毕业院校,北京电影学院
安徽师范大学,知名人物,汪卫华
张云龙,毕业院校,北京电影学院
武汉科技大学,知名人物,刘玠
程凡,毕业院校,上海戏剧学院
李思敏,毕业院校,南京邮电大学
中国作家协会,现任领导,丹增
香港中文大学,知名人物,林尚义
帕兰妮·琳帕缇雅空,毕业院校,诗纳卡宁威洛大学
杨懿,毕业院校,上海戏剧学院
夏娣亚,毕业院校,辅仁大学
重庆大学,知名人物,段卿卿
中山大学,知名人物,陈可忠
张维迎,毕业院校,牛津大学
孟玲,毕业院校,中央音乐学院
山西大学,知名人物,王绶
侯绍裘,毕业院校,南洋公学
薛白,毕业院校,中央戏剧学院
香港中文大学,知名人物,赵咏贤
利兹大学,知名人物,冯长根
中国传媒大学,知名人物,涂经纬
中国戏曲学院,历任领导,田汉
兰州交通大学,知名人物,席北斗
吕振羽,毕业院校,湖南大学
香港中文大学,知名人物,刘程
杭州电子科技大学,知名人物,刘体斌
东北石油大学,现任领导,石颖
北京工商大学,知名人物,孙宝国
吴祖垲,毕业院校,密歇根大学
香港中文大学,知名人物,王贻兴
全美善,毕业院校,首尔艺术大学
南开大学,现任领导,方勇纯
金成镐,毕业院校,吉林大学
傅晶,毕业院校,中央戏剧学院
韩博,毕业院校,北京电影学院
同济大学,知名人物,唐登杰
香港大学,知名人物,梁其姿
海南大学,历任领导,黄国泰
范文芳,毕业院校,拉萨尔学院
盖玥希,毕业院校,四川大学
西北大学,知名人物,徐宗本
杜晴晴,毕业院校,西安音乐学院
北京科技大学,知名人物,史和平
西南交通大学,知名人物,陈清如
上海大学,知名人物,陶鑫良
香港科技大学,知名人物,洪玉蓉
国立西南联合大学,知名人物,郝诒纯
伦敦大学,知名人物,莫桑比克总统
张风,毕业院校,中央戏剧学院
班赞,毕业院校,中央戏剧学院
陈奕雯,毕业院校,同济大学
樊晓洋,毕业院校,北京电影学院
四川师范大学,知名人物,文传竹
南开大学,知名人物,张全兴
黄依群,毕业院校,中国戏曲学院
西北政法大学,历任领导,江隆基
周纪伟,毕业院校,中央戏剧学院
南京师范大学,知名人物,陈邦杰
乌尔善,毕业院校,北京电影学院导演系
重庆交通大学,现任领导,王平义
李子雄,毕业院校,无线电视艺员训练班
贾羽,毕业院校,西北民族大学
北京大学,知名人物,张香桐
合肥工业大学,知名人物,侯永志
东南大学,创始人,张之洞
中国人民大学,知名人物,韩长赋
宿宇杰,毕业院校,中央戏剧学院
刘冠廷,毕业院校,台湾艺术大学
四川师范大学,知名人物,林毅
冰心,毕业院校,燕京大学
四川音乐学院,知名人物,穆乐恩
张宇,毕业院校,逢甲大学
曾毓群,毕业院校,上海交通大学
吉林艺术学院,领导,张东航
西安交通大学,知名人物,顾宜凡
苏茂,毕业院校,中央音乐学院
北京交通大学,知名人物,王同军
何明翰,毕业院校,上海戏剧学院
重庆大学,知名人物,沈忠厚
周巩固,毕业院校,东北师范大学
南开大学,知名人物,郑华炽
香港大学,知名人物,石志仁
同济大学,知名人物,叶培
张申英,毕业院校,中央大学
合肥工业大学,知名人物,程安东
安徽省桐城中学,知名人物,舒芜
同济大学,知名人物,钱正英
张雪菡,毕业院校,北京舞蹈学院
刘立丰,毕业院校,北京工商大学
四川农业大学,历任领导,杨凤
北京工商大学,现任领导,徐丹丹
香港中文大学,知名人物,肖鸣宇
赵义山,毕业院校,西华师范大学
北京师范大学,历任领导,丁浩川
王美茜,毕业院校,中央戏剧学院
湘潭大学,知名人物,岳晚
同济大学,知名人物,李欣
东北石油大学,知名人物,段慧玲
张歆怡,毕业院校,中央戏剧学院
华中师范大学,知名人物,信长星
同济大学,知名人物,张学兵
北京电影学院,知名人物,宋星翰
哈尔滨工业大学,知名人物,何镜堂
同济大学,历任领导,贝伦子
斯坦福大学,知名人物,理查德·谢尔曼
刘训练,毕业院校,南京师范大学
